"response_id","language","age_group","age1517","age1821","age2224","age_minor_adult","numerical_age","ar","as","at","au","av","aw","ax","ay","az","ba","bb","bc","bd","be","bf","bg","bh","bi","bj","bk","bl","bm","bn","bo","bp","bq","br","bs","race","bt","bu","bv","bw","bx","by","bz","ca","cb","cc","cd","ce","cf","survey_source","cbo_involvement","ck","cl","cm","cn","co","cp","cq","cr","cs","ct","cu","cv","cw","cx","cy","q10","q10a","q10b","dd","de","df","favorite_movie","q12","q12a","dk","dl","dm","dn","do","dp","dq","dr","ds","dt","du","dv","dx","dy","dz","ea","eb","ec","ed","ef","eg","eh","ei","ej","ek","el","em","en","eo","ep","eq","er","es","et","eu","ev","ew","ex","ey","q19","q20","fc","fd","fe","ff","fg","fh","fi","fj","fk","fl","q22","fo","fp","fq","fr","fs","ft","fu","fv","fw","fx","sex_at_birth","q24","ga","gb","gc","gd","ge","gf","gg","q25","q26","q27","q28","org","org_spa","org_sp_an","spa_final_respondent","spa_name_final_respondent","zipcode_clean_respondent","age_wt","nh_race","acs_race","race_wt","sex_wt","spa_wt","weights_a1","weights_a2","weights_a3","weights_final"
138114533,1,2,0,1,0,2,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,3,3,4,4,4,3,4,4,2,2,2,1,2,1,3,5,NA,2,3,3,"I have a lot.",1,5,5,5,5,5,3,3,3,3,2,3,3,2,4,4,4,3,1,4,"Food",6,3,3,3,6,6,6,6,6,3,2,3,2,1,1,1,4,3,1,2,2,"93550",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,4,2,"9","Metro",4,1,"Antelope Valley","93550",1.1320941575718,"latinx","latino",1.09688073364118,1.21570023966338,0.681803888304967,1.1320941575718,1.24177227010825,1.50962284637794,1.02926672653449
138114537,1,2,0,1,0,2,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,4,3,2,3,4,3,3,2,3,3,4,1,3,1,1,6,NA,2,3,3,"Don‚ÄövÑv¥t have one",1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,"Chocolate",6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,3,6,3,4,"90011",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Something else. Please write in:] Pansexual",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"org5","East",7,2,"San Fernando","91303",1.1320941575718,"latinx","latino",1.09688073364118,0.845489762234009,1.60477753950546,1.1320941575718,1.24177227010825,1.04990574140261,1.68486515240074
138114557,1,2,0,1,0,2,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,4,4,4,2,2,2,3,4,4,1,2,3,1,3,1,1,5,NA,4,3,2,"my favorite TV show is South Park",1,4,4,3,3,4,3,3,3,2,2,2,3,2,2,3,2,2,1,3,"my favorite snack is sushi",6,1,1,1,6,6,6,1,6,2,1,1,1,2,2,1,2,2,2,1,3,"90037",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"org12","San Fernando Valley",2,6,"South","90037",1.1320941575718,"latinx","latino",1.09688073364118,1.21570023966338,0.426520024006104,1.1320941575718,1.24177227010825,1.50962284637794,0.64388437267728
138114561,1,3,0,0,1,2,22,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,3,2,2,3,4,3,4,2,3,2,2,1,5,1,1,5,NA,3,4,4,"The Lion King",2,NA,3,2,2,4,3,3,2,3,3,3,2,2,4,4,4,3,4,4,"Fresh fruits with Taj‚àö‚â†n seasoning",3,6,3,3,3,6,6,1,6,2,1,3,1,4,3,3,3,4,1,5,3,"90011",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,"[Other. Please write in:] Section 8 housing",2,2,2,1,"org5","East",7,6,"South","90011",1.1320941575718,"latinx","latino",1.09688073364118,0.845489762234009,0.426520024006104,1.1320941575718,1.24177227010825,1.04990574140261,0.447805822027186
138114589,1,3,0,0,1,2,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,4,4,3,3,4,4,4,4,3,1,1,1,1,1,1,4,NA,3,3,3,"La casa de los famosos",2,NA,4,4,4,4,3,2,2,2,2,2,2,2,4,4,4,4,4,4,"Chips",5,5,5,5,5,5,5,5,5,1,1,1,1,3,3,3,3,3,3,3,3,"90011",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"org5","East",7,6,"South","90011",1.1320941575718,"latinx","latino",1.09688073364118,0.845489762234009,0.426520024006104,1.1320941575718,1.24177227010825,1.04990574140261,0.447805822027186
138114594,1,2,0,1,0,2,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,4,4,3,4,3,4,3,4,3,2,3,1,4,1,4,2,NA,4,4,4,"My favorite show has to be friends because its a childhood show.",1,1,4,4,3,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,"My favorite snack is Snickers.",1,1,1,1,3,3,1,1,1,3,3,3,2,1,1,1,1,1,1,3,3,"90001",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,"[Something else. Please write in:] pansexual",1,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,"org12","San Fernando Valley",2,6,"South","90001",1.1320941575718,"latinx","latino",1.09688073364118,1.21570023966338,0.426520024006104,1.1320941575718,1.24177227010825,1.50962284637794,0.64388437267728
138114605,1,3,0,0,1,2,22,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Other. Please write in:] Bangladeshi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,3,3,2,3,3,3,2,3,2,3,3,3,2,2,2,1,1,NA,3,2,2,"Psych",1,3,4,4,2,2,3,1,3,2,2,3,2,1,3,3,2,3,1,3,"Mangos and Strawberries",1,3,1,1,6,6,6,2,6,3,1,3,3,3,2,4,4,3,1,4,3,"91335",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"org12","San Fernando Valley",2,2,"San Fernando","91335",1.1320941575718,"nh_asian","nh_asian",1.08363123302043,0.845489762234009,1.60477753950546,1.1320941575718,1.22677258786475,1.03722366362897,1.66451323883534
138114612,1,2,0,1,0,2,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,NA,4,4,4,"breaking bad",1,2,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,"gummy",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"90011",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,"org5","East",7,6,"South","90011",1.1320941575718,"latinx","latino",1.09688073364118,1.21570023966338,0.426520024006104,1.1320941575718,1.24177227010825,1.50962284637794,0.64388437267728
138114627,1,2,0,1,0,2,20,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,3,3,3,3,4,4,4,4,4,3,3,3,2,3,1,1,3,NA,3,3,4,"Amelie is my favorite movie",1,1,4,4,4,4,2,2,2,2,2,2,2,2,3,3,2,2,2,2,"peanuts",1,1,1,1,1,6,6,1,6,1,1,1,1,1,2,2,3,2,1,1,3,"90024",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"org12","San Fernando Valley",2,5,"West","90024",1.1320941575718,"nh_white","nh_white",2.68143771256302,0.845489762234009,1.54268154967763,1.1320941575718,3.03563996828528,2.56660251501358,3.95945034526764
138114639,1,3,0,0,1,2,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,4,4,4,4,3,3,3,3,2,3,3,3,4,4,2,1,2,NA,2,2,2,"Asian soap operas",1,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,3,"Hot Cheetos",2,2,2,4,4,4,1,1,1,3,4,3,2,5,5,5,5,5,1,5,5,"90016",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,"org36","West/Antelope Valley",5,6,"South","90016",1.1320941575718,"nh_aian","nh_aian",0.0765235673436478,0.845489762234009,0.426520024006104,1.1320941575718,0.0866318835062958,0.0732463705876224,0.0312410437413927
138114653,1,2,0,1,0,2,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,4,4,4,4,4,4,4,4,1,1,3,1,2,1,1,2,NA,4,4,4,"Dragon Ball Z",2,NA,4,4,4,4,1,3,2,1,2,1,3,3,3,4,3,3,4,4,"Gummy worms",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,"93535",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"9","Metro",4,1,"Antelope Valley","93535",1.1320941575718,"nh_black","nh_black",0.442724626389808,1.21570023966338,0.681803888304967,1.1320941575718,0.50120596294906,0.609316209277888,0.415434160692907
138114657,1,2,0,1,0,2,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,3,3,2,3,3,3,4,5,5,5,5,5,5,1,3,NA,2,2,3,"My favorite movie is The freedom writer",1,3,3,4,3,4,2,2,2,2,3,3,2,2,3,4,3,4,3,3,"Chips",1,4,1,3,1,3,1,2,1,5,3,5,3,4,4,4,4,5,4,5,4,"90011",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"org5","East",7,6,"South","90011",1.1320941575718,"latinx","latino",1.09688073364118,0.845489762234009,0.426520024006104,1.1320941575718,1.24177227010825,1.04990574140261,0.447805822027186
138114667,1,3,0,0,1,2,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,3,4,2,3,3,2,3,4,4,4,1,2,2,2,5,1,3,NA,3,4,2,"Pokemon",1,2,3,3,2,2,4,3,1,3,4,1,2,2,2,4,5,2,1,2,"Chips",3,6,4,3,4,5,3,4,4,4,3,3,1,5,4,3,1,5,2,1,4,"90011",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"org1","Antelope Valley",1,6,"South","90011",1.1320941575718,"latinx","latino",1.09688073364118,1.21570023966338,0.426520024006104,1.1320941575718,1.24177227010825,1.50962284637794,0.64388437267728
138114678,1,2,0,1,0,2,20,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,3,3,2,4,2,4,2,3,3,5,3,5,4,4,3,1,1,NA,2,2,2,"Barbie",1,2,3,2,2,2,2,2,3,2,2,2,2,2,3,4,3,2,1,2,"cut fruit",1,2,1,2,1,6,6,1,6,3,1,2,3,3,3,2,4,3,1,4,3,"90024",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"org12","San Fernando Valley",2,5,"West","90024",1.1320941575718,"nh_asian","nh_asian",1.08363123302043,0.845489762234009,1.54268154967763,1.1320941575718,1.22677258786475,1.03722366362897,1.60010580876945
138114680,1,2,0,1,0,2,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,3,NA,4,3,2,4,1,3,4,4,2,2,4,2,2,2,3,1,5,NA,2,3,3,"Fast and furious 5",1,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,3,3,2,3,"Doritos chips",3,1,3,2,1,1,1,1,1,3,1,4,1,1,1,1,3,1,1,3,1,"93535",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"53","South Bay",8,1,"Antelope Valley","93535",1.1320941575718,"nh_black","nh_black",0.442724626389808,1.21570023966338,0.681803888304967,1.1320941575718,0.50120596294906,0.609316209277888,0.415434160692907
138114685,1,1,1,0,0,1,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,NA,3,3,3,3,2,2,2,3,2,2,3,2,4,5,4,1,5,NA,2,3,3,"Pearl",1,4,2,3,4,4,2,2,2,2,2,2,2,2,4,4,4,3,2,4,"Rice crispy",1,2,2,2,2,6,6,1,6,3,2,3,3,4,2,2,1,4,1,2,3,"90813",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"100","South Bay",8,8,"South Bay","90813",0.771323119762698,"latinx","latino",1.09688073364118,0.845489762234009,1.31382052787373,0.771323119762698,0.846049469479711,0.715326164788611,0.939810199424465
138114698,1,2,0,1,0,2,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,3,3,3,3,4,3,4,4,3,5,1,2,1,6,2,3,4,NA,2,3,3,"Friends",1,3,4,4,5,4,3,4,4,4,4,4,4,4,2,3,3,2,1,5,"Chips",6,1,1,1,6,6,6,6,6,1,1,1,1,1,2,1,1,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"100",NA,NA,NA,NA,NA,1.1320941575718,"latinx","latino",1.09688073364118,0.845489762234009,1,1.1320941575718,1.24177227010825,1.04990574140261,1.04990574140261
138114709,1,2,0,1,0,2,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,3,4,4,3,2,2,2,3,2,3,1,4,1,2,1,3,5,NA,3,3,2,"Edward Scissorhands",1,5,3,3,2,4,3,2,2,2,3,3,2,2,2,3,3,2,2,3,"Hot Cheetos with cheese",2,1,2,1,6,6,6,6,6,2,1,3,1,3,3,4,3,4,6,3,3,"90011",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"org5","East",7,6,"South","90222",1.1320941575718,"latinx","latino",1.09688073364118,0.845489762234009,0.426520024006104,1.1320941575718,1.24177227010825,1.04990574140261,0.447805822027186
138114710,1,1,1,0,0,1,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,4,4,3,3,2,4,4,4,3,3,2,4,2,5,2,1,5,NA,3,4,4,"Star Wars: Revenge of the Sith",1,4,4,4,3,4,2,2,2,2,2,2,3,2,3,3,3,2,3,1,"Snickers",1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,3,1,3,3,"90810",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,"55","South Bay",8,8,"South Bay","90810",0.771323119762698,"latinx","latino",1.09688073364118,1.21570023966338,1.31382052787373,0.771323119762698,0.846049469479711,1.02854254281356,1.3513203065399
138114712,1,2,0,1,0,2,21,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,4,4,4,4,4,4,4,3,3,1,3,1,4,1,1,4,NA,1,4,4,"Gilmore Girls",1,4,4,2,4,4,2,2,2,2,2,2,2,2,3,4,3,4,2,4,"Boba",1,3,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,"91723",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"org12","San Fernando Valley",2,3,"San Gabriel","91723",1.1320941575718,"nh_asian","nh_asian",1.08363123302043,0.845489762234009,1.5815947228455,1.1320941575718,1.22677258786475,1.03722366362897,1.64046747280605
138114717,1,3,0,0,1,2,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,3,4,3,3,4,3,2,2,1,2,1,2,1,1,4,NA,3,4,3,"Modern Family",2,NA,4,4,3,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,"Fruit gushers",1,1,1,1,2,2,1,2,2,1,1,1,1,5,3,3,2,2,4,3,2,"91331",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"7","East",7,2,"San Fernando","91331",1.1320941575718,"latinx","latino",1.09688073364118,1.21570023966338,1.60477753950546,1.1320941575718,1.24177227010825,1.50962284637794,2.42260883699162
138114726,1,3,0,0,1,2,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,3,4,4,4,4,3,4,4,1,1,1,1,1,1,1,4,NA,3,4,4,"American Idol",2,NA,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,3,4,4,"Starbucks",1,1,1,1,1,6,6,1,6,1,1,1,4,1,1,1,1,1,1,3,2,"91340",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"org36","West/Antelope Valley",5,2,"San Fernando","91340",1.1320941575718,"nh_aian","nh_aian",0.0765235673436478,0.845489762234009,1.60477753950546,1.1320941575718,0.0866318835062958,0.0732463705876224,0.11754413036931
138114730,1,1,1,0,0,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,NA,1,1,1,"Barry",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Takis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"91406",NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,"9","Metro",4,2,"San Fernando","91406",0.771323119762698,"NA","nh_other",0.403590118954918,1.21570023966338,1.60477753950546,0.771323119762698,0.311298389657706,0.378445526913697,0.607320881517412
138114738,1,2,0,1,0,2,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,3,3,3,3,2,2,3,2,4,3,3,3,3,3,1,1,NA,3,4,3,"Spongebob",1,2,3,2,4,3,3,3,3,3,2,1,3,3,4,2,2,2,1,2,"Boba",6,3,3,3,3,3,6,3,3,2,2,3,3,5,4,5,4,6,2,2,4,"90222",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,4,3,"org8","East",7,6,"South","90222",1.1320941575718,"latinx","latino",1.09688073364118,0.845489762234009,0.426520024006104,1.1320941575718,1.24177227010825,1.04990574140261,0.447805822027186
138114744,1,2,0,1,0,2,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,NA,2,2,4,"Shamless",1,4,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,"Hummus",3,3,3,3,4,4,2,5,2,3,3,4,3,5,5,4,3,3,1,3,5,"91331",NA,NA,NA,NA,1,NA,NA,NA,NA,"[Something else. Please write in:] Indigiqueer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Something else. Please write in:] Pansexual",3,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,"org23","San Gabriel Valley",3,2,"San Fernando","91331",1.1320941575718,"nh_aian","nh_aian",0.0765235673436478,1,1.60477753950546,1.1320941575718,0.0866318835062958,0.0866318835062958,0.139024900855957
138114748,1,3,0,0,1,2,24,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,3,3,3,4,4,4,3,4,4,3,2,3,1,4,2,1,3,NA,3,3,4,"Orange is the new black",1,2,3,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1,1,2,"Chips",4,2,3,3,3,3,3,3,3,3,3,2,1,2,3,3,3,4,2,4,3,"90047",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,NA,NA,NA,1,1,2,1,"org8","East",7,6,"South","90047",1.1320941575718,"latinx","latino",1.09688073364118,0.845489762234009,0.426520024006104,1.1320941575718,1.24177227010825,1.04990574140261,0.447805822027186
138114753,1,2,0,1,0,2,21,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"[Other. Please write in:] applying to school for my masters",NA,NA,NA,NA,NA,NA,1,1,3,3,3,3,4,4,3,3,3,3,1,3,1,5,1,1,4,NA,4,3,4,"Naruto",1,1,4,4,4,4,3,2,3,2,2,2,2,2,4,4,4,3,3,4,"Goldfish snacks",2,3,2,2,6,6,6,1,6,3,1,2,1,1,2,1,3,3,1,4,2,"90240",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"60","Downtown Los Angeles (SPA 4)",4,7,"East","90240",1.1320941575718,"latinx","latino",1.09688073364118,0.845489762234009,1.36973911303646,1.1320941575718,1.24177227010825,1.04990574140261,1.4380969590007
